Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,Inoculum description,DT50,log(DT50),Innoculum,StudyT,logfoc,logWSratio,log_Tdose,log_Dose,Disp,bond:C#N_nitrile_generic,bond:C#N_nitrile,bond:CN_amine_aliphatic_generic,bond:CS_sulfide_dialkyl,bond:CS_sulfide,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:alkeneLinear_mono-ene_ehtylene_terminal,chain:alkeneLinear_mono-ene_ethylene_generic,chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[5_6]_indane,ring:fused_[6_6]_naphthalene,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_N_pyrrole,ring:hetero_[5]_N_pyrrole_generic,ring:hetero_[5]_N_S_thiazole,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1_3-Z,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_N_indole,ring:hetero_[5_6]_N_S_benzothiazole_(1_3-),ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6]_N_pyrazine,ring:hetero_[6]_N_pyridine,ring:hetero_[6]_N_pyridine_generic,ring:hetero_[6]_Z_1-,ring:hetero_[6]_Z_1_4-,ring:hetero_[6]_Z_generic,ring:hetero_[6_5_6]_N_carbazole,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,ring:hetero_[6_6]_N_isoquinoline,ring:hetero_[6_6]_N_quinoline,ring:hetero_[6_6]_N_quinoxaline,ring:hetero_[6_6]_Z_generic,ring:hetero_[6_6_6]_N_acridine,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),abs(diff(T)),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_bhcw
11,"1,13 tetradecadiene",Ole,14,21964-49-8,C=CCCCCCCCCCCC=C,Lake water and sediment,4,0.602059991,Freshwater,22,,2.301029996,3.606381365,2.204119983,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Holiday lake, Ohio, USA ",41°05?32?N 82°43?45?W,22,0,Sediment and water samples were transported from field to laboratory while packed in ice,"Closed microcosm in 250mL screw cap Erlenmeyer flask. Daily photoperiod, using light (fluorescent ""grolites"") intensities that approximated field conditions.",0.052,,,,200,No,No description provided ,Yes,Assume microcosm not fully sealed and passive aeration permitted,8,Abiotic control,10% formalin,Synthetic mixture + weathered kerosene,Kerosene is weathered JP-5 jet fuel,Liquid,Added directly to microcosm,4040,160,0,Zero order rate constant,,,0.1250,4.0,Cooney 1985,"Lake recieves chronic hydrocarbon pollution, but non-oiled arm of lake sampled. 0.41mM KNO3 and 0.15mM KHPO4 added",Degradation kinetics determined from linear decrease between 2 time points,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,13,1.1139
12,"1,13 tetradecadiene",Ole,14,21964-49-8,C=CCCCCCCCCCCC=C,Lake water and sediment,4,0.602059991,Freshwater,27,,2.301029996,3.606381365,2.204119983,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Holiday lake, Ohio, USA ",41°05?32?N 82°43?45?W,22,5,Sediment and water samples were transported from field to laboratory while packed in ice,"Closed microcosm in 250mL screw cap Erlenmeyer flask. Daily photoperiod, using light (fluorescent ""grolites"") intensities that approximated field conditions.",0.052,,,,200,No,No description provided ,Yes,Assume microcosm not fully sealed and passive aeration permitted,8,Abiotic control,10% formalin,Synthetic mixture + weathered kerosene,Kerosene is weathered JP-5 jet fuel,Liquid,Added directly to microcosm,4040,160,0,Zero order rate constant,,,0.1250,4.0,Cooney 1985,"Lake recieves chronic hydrocarbon pollution, but non-oiled arm of lake sampled. 0.41mM KNO3 and 0.15mM KHPO4 added",Degradation kinetics determined from linear decrease between 2 time points,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,13,1.1139
13,"1,13 tetradecadiene",Ole,14,21964-49-8,C=CCCCCCCCCCCC=C,Lake water and sediment,4,0.602059991,Freshwater,27,,2.301029996,3.606381365,2.204119983,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Holiday lake, Ohio, USA ",41°05?32?N 82°43?45?W,27,0,Sediment and water samples were transported from field to laboratory while packed in ice,"Closed microcosm in 250mL screw cap Erlenmeyer flask. Daily photoperiod, using light (fluorescent ""grolites"") intensities that approximated field conditions.",0.052,,,,200,No,No description provided ,Yes,Assume microcosm not fully sealed and passive aeration permitted,8,Abiotic control,10% formalin,Synthetic mixture + weathered kerosene,Kerosene is weathered JP-5 jet fuel,Liquid,Added directly to microcosm,4040,160,0,Zero order rate constant,,,0.1250,4.0,Cooney 1985,"Lake recieves chronic hydrocarbon pollution, but non-oiled arm of lake sampled. 0.41mM KNO3 and 0.15mM KHPO4 added",Degradation kinetics determined from linear decrease between 2 time points,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,13,1.1139
14,"1,2,4-Trimethylbenzene",MAr,9,95-63-6,Cc1ccc(C)c(C)c1,River Sediment and brakish water,28.875,1.460521993,Brackish,23,,2.301029996,,1.768416088,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Bayou Chico, FL, USA",,,N.D.,Slurry stirred overnight at room temperature,Open microcosm in 150 ml milk dilution bottles,0.05,,,,200,No,,Yes,Open microcosm,7,Abiotic control,Extended autoclave and HgCl2,Fuel oil ,JP-4 ,Liquid,Added directly to surface of water (film formed),,58.67,3.73,First order rate constant,0.79,,0.024,28.875,Spain 1983,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,L,M,M,H,2.0,2.0,0,2.0,4.39,0.6425
15,"1,2,4-Trimethylbenzene",MAr,9,95-63-6,Cc1ccc(C)c(C)c1,River Sediment and brakish water,0.654761905,-0.183916597,Brackish,23,,2.301029996,,1.866287339,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Escambia river, FL, USA ",,,N.D.,Slurry stirred overnight at room temperature,Open microcosm in 150 ml milk dilution bottles,0.05,,,,200,No,,Yes,Open microcosm,7,Abiotic control,Extended autoclave and HgCl2,Fuel oil ,JP-4 ,Liquid,Added directly to surface of water (film formed),,73.5,0,First order rate constant,0.99,,1.0584,0.654761905,Spain 1983,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,L,M,M,H,2.0,2.0,0,2.0,4.39,0.6425
16,"1,2-Dimethylnaphthalene",DAH,12,573-98-8,Cc1ccc2ccccc2c1C,Marine sediment and seawater,5.149606299,0.711774027,Marine,20,,0.146128036,3.431363764,1.954242509,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Dunstaffnage Bay, Oban, UK",,,N.D.,,Closed (partially) microcosm in 100mL glass conical flasks. Plugged with non-absorbant cotton wool and incubated in the dark,0.05,,,,1.4,Yes,Orbital shaker,Yes,Microcosms partially open,7,Abiotic control,Extended Autoclave,Crude oil,Brent crude,Liquid,Mixed directly,2700,90.0,0.5,Lag + Zero order rate constant,0.784,2,0.15875,3.149606299,Rowland 1986,,"Hydrocarbon losses have been normalised to 1,3,5-Trimethylnapthalene which is assumed not to biodegrade during test",N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.21,1.1526
17,"1,2-Dimethylnaphthalene",DAH,12,573-98-8,Cc1ccc2ccccc2c1C,Marine sediment and seawater (1600m deep),21.9,1.341115745,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0009,First order rate constant,,,0.0316,21.9,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.21,1.1526
18,"1,2-Dimethylnaphthalene",DAH,12,573-98-8,Cc1ccc2ccccc2c1C,Marine sediment and seawater (1600m deep),19.2,1.283820341,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0010,First order rate constant,,,0.0361,19.2,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.21,1.1526
19,"1,2-Dimethylnaphthalene",DAH,12,573-98-8,Cc1ccc2ccccc2c1C,Marine sediment and seawater (1600m deep),13.8,1.13891395,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,0.0014,First order rate constant,,,0.0503,13.8,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.21,1.1526
20,"1,3,5-Trimethylbenzene",MAr,9,108-67-8,Cc1cc(C)cc(C)c1,River Sediment and brakish water,15.64334086,1.194329508,Brackish,23,,2.301029996,,1.378761175,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Escambia river, FL, USA ",,,N.D.,Slurry stirred overnight at room temperature,"Open microcosm in 1L 1-liter, straight-sided, glass bottles",0.5,,,,200,Yes,"Rotary shaker, 75 rpm",Yes,Open microcosm,7,Abiotic control,Extended autoclave and HgCl2,Synthetic mixture,Includes BTEX and short chain alkanes,Liquid,Water soluble fraction prepared and added to microcosm,,23.92,5.28,First order rate constant,0.70,,0.0443,15.64334086,Spain 1983,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,4.39,0.6425
21,"1,3,5-Trimethylbenzene",MAr,9,108-67-8,Cc1cc(C)cc(C)c1,River Sediment and brakish water,4.762827612,0.677864863,Brackish,23,,2.301029996,,0.188365926,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Escambia river, FL, USA  ",,,N.D.,Slurry stirred overnight at room temperature,"Open microcosm in 1L 1-liter, straight-sided, glass bottles",0.5,,,,200,Yes,"Rotary shaker, 75 rpm",Yes,Open microcosm,7,Abiotic control,Extended autoclave and HgCl2,Synthetic mixture,Includes BTEX and short chain alkanes,Liquid,Water soluble fraction prepared and added to microcosm,,1.543,0,First order rate constant,0.70,,0.145501802,4.762827612,Spain 1983,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,4.39,0.6425
22,"1,3,5-Trimethylbenzene",MAr,9,108-67-8,Cc1cc(C)cc(C)c1,River Sediment and brakish water,2.442247058,0.387789595,Brackish,23,,2.301029996,,-0.013228266,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Bayou Chico, FL, USA  ",,,N.D.,Slurry stirred overnight at room temperature,"Open microcosm in 1L 1-liter, straight-sided, glass bottles",0.5,,,,200,Yes,"Rotary shaker, 75 rpm",Yes,Open microcosm,7,Abiotic control,Extended autoclave and HgCl2,Synthetic mixture,Includes BTEX and short chain alkanes,Liquid,Water soluble fraction prepared and added to microcosm,,0.97,0,First order rate constant,0.93,,0.283755076,2.442247058,Spain 1983,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,L,L,M,M,H,2.0,1.7,0,1.8,4.39,0.6425
23,"1,3,5-Trimethylbenzene",MAr,9,108-67-8,Cc1cc(C)cc(C)c1,River Sediment and brakish water,6.182595168,0.79117081,Brackish,23,,2.301029996,,2.747932028,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Bayou Chico, FL, USA  ",,,N.D.,Slurry stirred overnight at room temperature,Open microcosm in 150 ml milk dilution bottles,0.05,,,,200,No,,Yes,Open microcosm,7,Abiotic control,Extended autoclave and HgCl2,Synthetic mixture,Includes BTEX and short chain alkanes,Liquid,Added directly to surface of water (film formed),,559.67,12.47,First order rate constant,0.99,,0.112088853,6.182595168,Spain 1983,,,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,L,M,M,H,2.0,2.0,0,2.0,4.39,0.6425
24,"1,3-Dimethylnaphthalene",DAH,12,575-41-7,Cc1cc(C)c2ccccc2c1,Marine sediment and seawater,3.61394448,0.557981476,Marine,20,,0.146128036,3.431363764,1.954242509,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Dunstaffnage Bay, Oban, UK",,,N.D.,,Closed (partially) microcosm in 100mL glass conical flasks. Plugged with non-absorbant cotton wool and incubated in the dark,0.05,,,,1.4,Yes,Orbital shaker,Yes,Microcosms partially open,7,Abiotic control,Extended Autoclave,Crude oil,Brent crude,Liquid,Mixed directly,2700,90.0,3.3,Lag + Zero order rate constant,0.9132,2,0.3098,1.61394448,Rowland 1986,,"Hydrocarbon losses have been normalised to 1,3,5-Trimethylnapthalene which is assumed not to biodegrade during test",N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.21,1.1526
25,"1,4-Dimethylnaphthalene",DAH,12,571-58-4,Cc1ccc(C)c2ccccc12,Intertidal sediment and water,16.86131387,1.226891413,Brackish,21,,1,1.079181246,1.079181246,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Lowes Cove, Maine, USA","43.9339° N, 69.5774° W",,N.D.,,"Sealed microcosms in 40cm3 glass serum bottles, capped with teflon stoppers. Stored in dark",0.01,,,,10,Yes,Shaking 150rpm,Yes,The bottles Bottles were flushed with air at regular intervals (2 to 3 d),16,Abiotic control,Anaerobic biodegradation samples used as abiotic controls,Synthetic mixture,,Solid,"Dissolved in solvent (DCM), added to autoclaved carrier sediment and evaporated for several minutes. Bulk carrier mixed with test sediment",12,12,6.8,First order rate constant,0.8646,,0.8646,16.86131387,Chung 1999,Sediment from oxic non-burrows,Test performed at room temperature. Assume 21oC,N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.21,1.1526
26,"1,4-Dimethylnaphthalene",DAH,12,571-58-4,Cc1ccc(C)c2ccccc12,Intertidal sediment and water,12.375,1.092545208,Brackish,21,,1,1.217483944,1.217483944,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Lowes Cove, Maine, USA","43.9339° N, 69.5774° W",,N.D.,,"Sealed microcosms in 40cm3 glass serum bottles, capped with teflon stoppers. Stored in dark",0.01,,,,10,Yes,Shaking 150rpm,Yes,The bottles Bottles were flushed with air at regular intervals (2 to 3 d),19,Abiotic control,Anaerobic biodegradation samples used as abiotic controls,Synthetic mixture,,Solid,"Dissolved in solvent (DCM), added to autoclaved carrier sediment and evaporated for several minutes. Bulk carrier mixed with test sediment",16.5,16.5,0.7,First order rate constant,0.8361,,0.8361,12.375,Chung 1999,Sediment from oxic Mya burrows,Test performed at room temperature. Assume 21oC,N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.21,1.1526
27,"1,4-Dimethylnaphthalene",DAH,12,571-58-4,Cc1ccc(C)c2ccccc12,Intertidal sediment and water,6.708615682,0.826632913,Brackish,21,,1,1.184691431,1.184691431,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Lowes Cove, Maine, USA","43.9339° N, 69.5774° W",,N.D.,,"Sealed microcosms in 40cm3 glass serum bottles, capped with teflon stoppers. Stored in dark",0.01,,,,10,Yes,Shaking 150rpm,Yes,The bottles Bottles were flushed with air at regular intervals (2 to 3 d),19,Abiotic control,Anaerobic biodegradation samples used as abiotic controls,Synthetic mixture,,Solid,"Dissolved in solvent (DCM), added to autoclaved carrier sediment and evaporated for several minutes. Bulk carrier mixed with test sediment",15.3,15.3,1.7,First order rate constant,0.8499,,0.8499,6.708615682,Chung 1999,Sediment from oxic Clymenella burrows,Test performed at room temperature. Assume 21oC,N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.21,1.1526
28,"1,5-Dimethylnaphthalene",DAH,12,571-61-9,Cc1cccc2c(C)cccc12,Marine sediment and seawater,5.533818644,0.743024922,Marine,20,,0.146128036,3.431363764,1.954242509,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Dunstaffnage Bay, Oban, UK",,,N.D.,,Closed (partially) microcosm in 100mL glass conical flasks. Plugged with non-absorbant cotton wool and incubated in the dark,0.05,,,,1.4,Yes,Orbital shaker,Yes,Microcosms partially open,7,Abiotic control,Extended Autoclave,Crude oil,Brent crude,Liquid,Mixed directly,2700,90.0,14.6,Lag + Zero order rate constant,0.7949,2,0.14149,3.533818644,Rowland 1986,,"Hydrocarbon losses have been normalised to 1,3,5-Trimethylnapthalene which is assumed not to biodegrade during test",N/A,N ,L,L,H,H,N ,N/A,N/A,M,L,H,M,M,H,2.0,2.2,0,2.1,14.21,1.1526
29,"1,6-Dimethylnaphthalene",DAH,12,575-43-9,Cc1ccc2c(C)cccc2c1,Marine sediment and seawater (1600m deep),18.2,1.261239071,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0380,18.2,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.21,1.1526
30,"1,6-Dimethylnaphthalene",DAH,12,575-43-9,Cc1ccc2c(C)cccc2c1,Marine sediment and seawater (1600m deep),17.2,1.236479832,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0402,17.2,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.21,1.1526
31,"1,6-Dimethylnaphthalene",DAH,12,575-43-9,Cc1ccc2c(C)cccc2c1,Marine sediment and seawater (1600m deep),14.1,1.14863407,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,0.0000,First order rate constant,,,0.0492,14.1,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,14.21,1.1526
